location_PK,Division,Longitude,Latitude
1,D31,-79.50447515,43.76637136
2,D42,-79.21708283,43.81486078
3,D22,-79.5349571,43.58908526
4,D53,-79.34658826,43.70321193
5,D22,-79.53191599,43.64524669
6,D51,-79.37216821,43.66763473
7,D33,-79.33774388,43.7874179
8,D14,-79.41874469,43.65445612
9,D13,-79.41919633,43.68541048
10,D11,-79.43532226,43.64420447
11,D42,-79.30299286,43.80722463
12,D42,-79.30231603,43.80846023
13,D12,-79.50718536,43.71545763
14,D43,-79.14668774,43.77786772
15,D14,-79.41391587,43.63867005
16,D53,-79.42115012,43.70915453
17,D32,-79.45038487,43.7819441
18,D42,-79.21387536,43.80042217
19,D51,-79.37321466,43.65372868
20,D52,-79.38262593,43.65086783
21,D52,-79.39075649,43.64913078
22,D42,-79.28819914,43.80624828
23,D33,-79.32752394,43.72664463
24,D43,-79.25417421,43.77664804
25,D31,-79.51318036,43.73938991
26,D43,-79.25154021,43.74746858
27,D31,-79.51364457,43.74124064
28,D54,-79.29703128,43.69824602
29,D43,-79.18484133,43.7648656
30,D12,-79.51616258,43.70016019
31,D23,-79.55861018,43.69425151
32,D31,-79.5137606,43.71983148
33,D51,-79.37382409,43.64862739
34,D23,-79.58376752,43.7468156
35,D42,-79.28143095,43.77814866
36,D11,-79.45002374,43.66598952
37,D53,-79.42394687,43.70568192
38,D42,-79.24269547,43.78916735
39,D51,-79.3749069,43.65118528
40,D51,-79.37437294,43.64992152
41,D31,-79.50973955,43.76046034
42,D52,-79.38071934,43.65212606
43,D32,-79.44893304,43.71749643
44,D31,-79.53711368,43.74141784
45,D51,-79.37373773,43.66729501
46,D33,-79.38924862,43.77530221
47,D52,-79.38437564,43.65730783
48,D32,-79.42073147,43.72729185
49,D43,-79.24468,43.74478793
50,D53,-79.40982177,43.70131788
51,D11,-79.47175121,43.65212911
52,D43,-79.22979444,43.73181114
53,D42,-79.27034952,43.80718604
54,D22,-79.52796342,43.66713132
55,D22,-79.4995502,43.61906441
56,D52,-79.38372586,43.65571598
57,D12,-79.48322731,43.69340979
58,D43,-79.1755329,43.78961084
59,D13,-79.44158037,43.68650801
60,D53,-79.39061698,43.70961667
61,D32,-79.41916812,43.79462108
62,D31,-79.5177342,43.75901653
63,D32,-79.41152445,43.76399942
64,D14,-79.40059685,43.64573236
65,D52,-79.39979751,43.66751644
66,D52,-79.38088599,43.65632883
67,D22,-79.51501648,43.62011791
68,D54,-79.35625649,43.68597932
69,D14,-79.42433577,43.64309601
70,D14,-79.4149791,43.64143597
71,D32,-79.38628347,43.75912408
72,D31,-79.49363935,43.76527191
73,D31,-79.48312757,43.73115325
74,D32,-79.39648112,43.77672719
75,D43,-79.2320155,43.74303707
76,D13,-79.41513368,43.67834256
77,D53,-79.40069294,43.67327209
78,D55,-79.34515535,43.66709459
79,D32,-79.43455919,43.73122911
80,D31,-79.49004079,43.75982886
81,D31,-79.56403339,43.75612372
82,D33,-79.36378046,43.79222853
83,D51,-79.37827718,43.65626242
84,D43,-79.19068011,43.77362106
85,D12,-79.47200907,43.69657679
86,D33,-79.35974011,43.79004081
87,D52,-79.37993395,43.65406269
88,D42,-79.30466977,43.78164141
89,D31,-79.5088961,43.76454293
90,D14,-79.40892011,43.65622962
91,D51,-79.35605001,43.66165771
92,D43,-79.23064018,43.77349785
93,D23,-79.60387564,43.74364194
94,D54,-79.31061783,43.70834524
95,D22,-79.50775874,43.65955427
96,D41,-79.28551179,43.76890038
97,D22,-79.50259492,43.62633758
98,D53,-79.38782632,43.6728738
99,D33,-79.30343034,43.72668674
100,D11,-79.44642226,43.66672554
101,D31,-79.50859475,43.72091645
102,D43,-79.2561524,43.77219813
103,D41,-79.25201093,43.73584906
104,D11,-79.50345064,43.6638912
105,D41,-79.29508928,43.70999888
106,D33,-79.36744105,43.77118922
107,D32,-79.39753649,43.77931556
108,D33,-79.31749067,43.76302026
109,D51,-79.37424947,43.65350161
110,D32,-79.38858916,43.74607629
111,D14,-79.43324414,43.63774307
112,D31,-79.51472666,43.76721178
113,D42,-79.21474917,43.80759823
114,D51,-79.37352514,43.66094246
115,D43,-79.18773765,43.77269909
116,D31,-79.51203093,43.75659559
117,D53,-79.398957,43.70958457
118,D11,-79.45623789,43.67147534
119,D32,-79.45187719,43.75268874
120,D22,-79.52719993,43.59491357
121,D54,-79.29181642,43.69575899
122,D51,-79.36691319,43.65649967
123,D41,-79.27368119,43.73757726
124,D54,-79.33414521,43.71492666
125,D12,-79.47001372,43.68455787
126,D54,-79.30250485,43.71204005
127,D43,-79.24032382,43.71822561
128,D53,-79.37202995,43.7120963
129,D41,-79.27823005,43.69903669
130,D14,-79.4415258,43.63663875
131,D53,-79.38986109,43.67785353
132,D32,-79.41778215,43.7889785
133,D51,-79.37585959,43.66043919
134,D22,-79.52664112,43.60586328
135,D53,-79.39479453,43.67508461
136,D42,-79.27600862,43.7859274
137,D12,-79.48068506,43.72051599
138,D43,-79.25286052,43.7514712
139,D51,-79.38501192,43.66606363
140,D32,-79.46688641,43.76885259
141,D13,-79.44733627,43.68861217
142,D51,-79.37279194,43.6527041
143,D55,-79.34861207,43.65915101
144,D54,-79.32359895,43.68336554
145,D23,-79.56839514,43.67571392
146,D23,-79.58644259,43.69710833
147,D14,-79.40864191,43.66567614
148,D54,-79.31323389,43.69149032
149,D52,-79.39095898,43.65603534
150,D32,-79.41494292,43.7857891
151,D41,-79.31812314,43.76451458
152,D53,-79.34358503,43.70747328
153,D54,-79.32804455,43.71561353
154,D51,-79.37849549,43.65985781
155,D41,-79.25429489,43.69912998
156,D31,-79.49814917,43.7654791
157,D23,-79.59282796,43.74311454
158,D43,-79.24981216,43.77252429
159,D41,-79.28589258,43.71588716
160,D22,-79.48985065,43.61210584
161,D31,-79.50372563,43.76525072
162,D33,-79.34401234,43.76672666
163,D43,-79.24502051,43.74322907
164,D13,-79.45414243,43.691326
165,D53,-79.36802813,43.6999287
166,D43,-79.23722924,43.74123145
167,D54,-79.32752394,43.72664463
168,D13,-79.42855873,43.71420463
169,D12,-79.49012495,43.69643015
170,D43,-79.23925721,43.74058895
171,D42,-79.32012362,43.81994747
172,D32,-79.43819728,43.73027846
173,D42,-79.3198508,43.8105781
174,D41,-79.26404999,43.74582993
175,D33,-79.35725993,43.78166052
176,D53,-79.35978488,43.71460452
177,D12,-79.46583334,43.69037354
178,D42,-79.29367125,43.79577194
179,D52,-79.38640575,43.65337704
180,D51,-79.37302172,43.66318983
181,D31,-79.51769107,43.75723544
182,D32,-79.45564026,43.71825807
183,D11,-79.47060624,43.63787851
184,D41,-79.28720757,43.76957807
185,D41,-79.28516992,43.76825847
186,D43,-79.25350865,43.77439543
187,D42,-79.17065045,43.8034355
188,D22,-79.52751314,43.62280101
189,D33,-79.36888667,43.79396737
190,D42,-79.33413234,43.81176087
191,D51,-79.3763333,43.65225839
192,D33,-79.34291769,43.72877991
193,D53,-79.37942813,43.6718256
194,D14,-79.4010881,43.64697154
195,D53,-79.37727036,43.71203098
196,D42,-79.2863368,43.79654156
197,D54,-79.31818151,43.68452305
198,D41,-79.25250588,43.70275913
199,D14,-79.43899694,43.6684649
200,D54,-79.31569875,43.69249357
201,D33,-79.37433316,43.79510943
202,D23,-79.58493113,43.67834241
203,D31,-79.49105306,43.74684334
204,D41,-79.25848253,43.75285727
205,D22,-79.5311665,43.64606201
206,D52,-79.38768427,43.66564487
207,D53,-79.3682324,43.71570373
208,D42,-79.27679727,43.78230108
209,D43,-79.21880052,43.76732123
210,D31,-79.47966604,43.72971637
211,D42,-79.2785283,43.78534724
212,D51,-79.36615925,43.6679329
213,D51,-79.36597615,43.65944077
214,D51,-79.36624697,43.66011067
215,D42,-79.289421,43.78576119
216,D55,-79.33093697,43.67130509
217,D51,-79.36558916,43.6665295
218,D41,-79.25567193,43.72888996
219,D32,-79.46319354,43.71224418
220,D54,-79.29247781,43.69286384
221,D43,-79.26185595,43.77575825
222,D55,-79.3400521,43.66106114
223,D12,-79.5267231,43.70370082
224,D52,-79.396125,43.65334628
225,D55,-79.32816064,43.67431641
226,D13,-79.45737507,43.6849497
227,D13,-79.42749815,43.68686646
228,D33,-79.33022733,43.75697733
229,D43,-79.16827152,43.77524433
230,D12,-79.52540756,43.7030092
231,D31,-79.54903544,43.7506496
232,D51,-79.37691204,43.65291764
233,D31,-79.48366205,43.72628152
234,D31,-79.5327518,43.74948873
235,D32,-79.39578152,43.76834597
236,D31,-79.50409277,43.77166379
237,D23,-79.58836162,43.70262513
238,D42,-79.30603374,43.77294114
239,D42,-79.2763369,43.7878543
240,D11,-79.47514354,43.6576332
241,D33,-79.36341244,43.79171659
242,D22,-79.50523674,43.60076237
243,D33,-79.36179918,43.78948793
244,D54,-79.34688415,43.68442516
245,D43,-79.18877904,43.76850527
246,D51,-79.38565257,43.66756225
247,D51,-79.37008264,43.65616228
248,D31,-79.54209151,43.7508487
249,D14,-79.39558819,43.63994429
250,D41,-79.28668911,43.70008354
251,D33,-79.30671956,43.73465848
252,D43,-79.23615269,43.72185258
253,D22,-79.5296428,43.61893196
254,D41,-79.25259043,43.72738912
255,D14,-79.42409977,43.63759299
256,D43,-79.20880342,43.76334495
257,D41,-79.30187284,43.77080279
258,D51,-79.36849898,43.66204335
259,D53,-79.39089307,43.67032462
260,D22,-79.54954211,43.65752128
261,D55,-79.29798392,43.67888482
262,D13,-79.44820603,43.70073121
263,D41,-79.28383727,43.69221722
264,D41,-79.29468949,43.745376
265,D52,-79.3968449,43.65006869
266,D41,-79.27576084,43.69953959
267,D41,-79.28947831,43.75895839
268,D41,-79.29856666,43.72286173
269,D53,-79.38746342,43.6719238
270,D14,-79.4144255,43.6400082
271,D22,-79.52016098,43.60018493
272,D11,-79.455389,43.65164915
273,D54,-79.3498418,43.68251332
274,D13,-79.44811499,43.67684112
275,D51,-79.38048097,43.66464717
276,D43,-79.22180395,43.76666877
277,D43,-79.24403458,43.76394235
278,D32,-79.40934023,43.76033147
279,D54,-79.32961375,43.71531155
280,D54,-79.33435458,43.70999672
281,D43,-79.13170945,43.79240341
282,D14,-79.43109264,43.66079084
283,D51,-79.38088599,43.65632883
284,D13,-79.4472933,43.69635948
285,D22,-79.56081207,43.6392073
286,D33,-79.35284198,43.78389583
287,D55,-79.34212986,43.66615881
288,D41,-79.2765168,43.74517989
289,D53,-79.38611663,43.72745059
290,D22,-79.50881945,43.62497439
291,D32,-79.41434293,43.77515729
292,D33,-79.34368106,43.77583447
293,D12,-79.50051289,43.71126878
294,D42,-79.21716783,43.8042871
295,D41,-79.31749067,43.76302026
296,D14,-79.40768329,43.65648148
297,D51,-79.37272187,43.65560782
298,D32,-79.44098195,43.72012757
299,D12,-79.50590482,43.67610518
300,D54,-79.31377201,43.68810001
301,D42,-79.27389586,43.81356029
302,D23,-79.59532854,43.74428838
303,D23,-79.515198,43.68273481
304,D12,-79.48717375,43.71480171
305,D11,-79.4527141,43.6663251
306,D14,-79.41587762,43.63902108
307,D22,-79.53814224,43.59339702
308,D52,-79.37878196,43.64896093
309,D33,-79.34436493,43.73428467
310,D31,-79.5156441,43.74914839
311,D11,-79.47764079,43.65082208
312,D41,-79.28272435,43.72794544
313,D14,-79.42237064,43.64349082
314,D53,-79.38674812,43.67022634
315,D42,-79.32674579,43.81312551
316,D33,-79.32629577,43.74167426
317,D43,-79.19943219,43.76544497
318,D23,-79.60070124,43.73183406
319,D43,-79.14087514,43.78965739
320,D22,-79.53051737,43.6467751
321,D53,-79.39124334,43.67113341
322,D55,-79.29602309,43.6894511
323,D11,-79.43699471,43.65521452
324,D12,-79.48026811,43.68335962
325,D52,-79.38658879,43.65085253
326,D51,-79.36859203,43.66587501
327,D14,-79.41174945,43.66662023
328,D52,-79.39281928,43.64732006
329,D14,-79.4399295,43.63641927
330,D14,-79.42727375,43.64293316
331,D52,-79.38316368,43.65431877
332,D14,-79.41556857,43.65495192
333,D43,-79.21467829,43.7686516
334,D42,-79.18035125,43.80628557
335,D51,-79.35019292,43.64629894
336,D51,-79.37646069,43.66642862
337,D32,-79.40619319,43.7276634
338,D54,-79.34480222,43.67895162
339,D52,-79.39228875,43.64605377
340,D41,-79.28103716,43.76580146
341,D14,-79.41669285,43.65511528
342,D43,-79.13288116,43.78041506
343,D13,-79.45575746,43.67778026
344,D14,-79.43663905,43.66296704
345,D22,-79.55211075,43.60993279
346,D43,-79.17399637,43.76139672
347,D55,-79.34163478,43.66500656
348,D31,-79.48389231,43.73436095
349,D14,-79.40196209,43.64761228
350,D13,-79.43802499,43.6854625
351,D22,-79.55446523,43.64178927
352,D14,-79.41277419,43.65092838
353,D55,-79.3381091,43.67514106
354,D31,-79.50047966,43.76224141
355,D32,-79.42163575,43.79233084
356,D52,-79.3863755,43.65817391
357,D14,-79.41013414,43.64759136
358,D33,-79.35803271,43.79196201
359,D32,-79.42538364,43.75746765
360,D14,-79.43788356,43.64033271
361,D51,-79.36318424,43.6558798
362,D52,-79.37909512,43.64598662
363,D54,-79.30709172,43.70090202
364,D54,-79.30895013,43.70868002
365,D13,-79.42234432,43.67383716
366,D55,-79.35753989,43.67479787
367,D52,-79.38298971,43.64660463
368,D41,-79.26208369,43.72227854
369,D41,-79.25188797,43.70531589
370,D14,-79.41837695,43.66358488
371,D51,-79.38411783,43.66390399
372,D32,-79.41453732,43.77170402
373,D12,-79.50501809,43.70736822
374,D53,-79.38693266,43.70031352
375,D54,-79.30056835,43.69437813
376,D52,-79.39424091,43.65480274
377,D11,-79.43724029,43.64734749
378,D42,-79.29655576,43.80126782
379,D32,-79.41526307,43.77874837
380,D54,-79.32547713,43.69082011
381,D22,-79.56762412,43.65767738
382,D32,-79.43168106,43.77618916
383,D33,-79.32088327,43.75936459
384,D22,-79.4961171,43.61085052
385,D43,-79.19753967,43.7589681
386,D14,-79.42053557,43.63830759
387,D54,-79.34821237,43.69363708
388,D11,-79.45873079,43.6686037
389,D43,-79.23522673,43.75772044
390,D12,-79.48626277,43.68629522
391,D53,-79.40005377,43.70546154
392,D53,-79.40198145,43.66838899
393,D43,-79.20434221,43.78673782
394,D33,-79.38239491,43.7643067
395,D32,-79.47654911,43.76431949
396,D41,-79.2738493,43.73084464
397,D53,-79.3841696,43.67080434
398,D14,-79.39963685,43.64806649
399,D43,-79.1932545,43.76320713
400,D22,-79.52723912,43.65039305
401,D51,-79.3666932,43.65393254
402,D14,-79.40583441,43.65867014
403,D32,-79.40183144,43.75064894
404,D14,-79.40743417,43.66591416
405,D22,-79.49998032,43.60730674
406,D23,-79.60079352,43.68642313
407,D51,-79.37681431,43.67235839
408,D52,-79.3934451,43.65919971
409,D53,-79.40079865,43.70776148
410,D41,-79.2742486,43.69807392
411,D43,-79.22528368,43.75982126
412,D52,-79.3807705,43.64989242
413,D43,-79.26129037,43.77006451
414,D33,-79.33312812,43.76043851
415,D22,-79.49747065,43.61783569
416,D43,-79.18803696,43.76726763
417,D41,-79.2553555,43.748305
418,D11,-79.48496366,43.64485261
419,D33,-79.30446715,43.72919088
420,D12,-79.46301197,43.67353631
421,D13,-79.46656387,43.71148313
422,D55,-79.35132068,43.66246707
423,D52,-79.3932382,43.64839265
424,D41,-79.2789749,43.68678686
425,D51,-79.3723499,43.65817021
426,D22,-79.48919597,43.61646248
427,D22,-79.50796619,43.64810274
428,D32,-79.41111496,43.76235207
429,D53,-79.37967452,43.71963727
430,D55,-79.31432569,43.68257602
431,D53,-79.39539614,43.67190098
432,D55,-79.32026102,43.67533666
433,D12,-79.53601349,43.71305284
434,D52,-79.38542345,43.63902804
435,D32,-79.45397751,43.78869573
436,D14,-79.43240631,43.63969174
437,D11,-79.43532635,43.65988369
438,D33,-79.3497249,43.80037071
439,D41,-79.27886224,43.73286173
440,D55,-79.29786069,43.68903988
441,D43,-79.17403595,43.76525835
442,D31,-79.56504966,43.74808259
443,D43,-79.22016416,43.73593755
444,D13,-79.45023952,43.69569257
445,D42,-79.21459982,43.82491032
446,D14,-79.39811145,43.64623146
447,D32,-79.43659481,43.76641667
448,D12,-79.47542069,43.69723758
449,D32,-79.43121783,43.72579543
450,D32,-79.40192932,43.76249505
451,D13,-79.4511015,43.69791736
452,D12,-79.50530573,43.7084158
453,D11,-79.46590413,43.66098733
454,D43,-79.20895314,43.74515195
455,D31,-79.50334807,43.76978983
456,D33,-79.37833568,43.76883596
457,D43,-79.2049343,43.78259962
458,D32,-79.44166068,43.76857066
459,D33,-79.34718858,43.76175183
460,D33,-79.3540479,43.77994438
461,D42,-79.2048788,43.81814787
462,D54,-79.30293476,43.72285585
463,D32,-79.45046841,43.72066198
464,D51,-79.36822197,43.65127732
465,D33,-79.36319178,43.7834642
466,D33,-79.31655013,43.75385383
467,D54,-79.33136581,43.71836061
468,D55,-79.28700185,43.67465874
469,D43,-79.22401579,43.75567764
470,D22,-79.50515998,43.6035065
471,D31,-79.51038627,43.72477325
472,D22,-79.54330319,43.67621899
473,D32,-79.44664607,43.74875149
474,D22,-79.52526413,43.67928551
475,D43,-79.21965317,43.74501856
476,D11,-79.47334347,43.64042595
477,D32,-79.41596023,43.78163807
478,D14,-79.4000091,43.65794797
479,D33,-79.3645047,43.79199329
480,D23,-79.5200275,43.69206518
481,D32,-79.40614975,43.77640983
482,D43,-79.19431473,43.78927557
483,D22,-79.58847392,43.64469872
484,D43,-79.25436052,43.76160669
485,D54,-79.35522531,43.6885474
486,D41,-79.27236827,43.71244072
487,D51,-79.37087406,43.66790841
488,D12,-79.50564287,43.6911826
489,D43,-79.19578841,43.74827899
490,D14,-79.40995373,43.66538876
491,D43,-79.18718091,43.75326045
492,D33,-79.30930741,43.7409187
493,D55,-79.31204532,43.67851269
494,D23,-79.55211794,43.69579839
495,D22,-79.52444757,43.67947022
496,D51,-79.37717453,43.66359899
497,D41,-79.29357077,43.76731841
498,D51,-79.37170183,43.66651225
499,D43,-79.23724759,43.73667607
500,D12,-79.49087817,43.6875723
501,D54,-79.29943495,43.702865
502,D42,-79.19972992,43.80197257
503,D23,-79.58705975,43.74849038
504,D55,-79.30011602,43.68394954
505,D22,-79.50410543,43.60100716
506,D51,-79.37573379,43.65316827
507,D53,-79.40988442,43.7188316
508,D42,-79.19903858,43.80027853
509,D32,-79.41553623,43.77976942
510,D42,-79.22088214,43.80557764
511,D33,-79.34093695,43.73769576
512,D55,-79.3311121,43.66011933
513,D31,-79.5002249,43.77543875
514,D51,-79.36350594,43.66137399
515,D11,-79.47108592,43.67178187
516,D41,-79.27228324,43.70252933
517,D55,-79.3531753,43.66970657
518,D51,-79.38455605,43.66493728
519,D33,-79.34331851,43.77501197
520,D42,-79.15666003,43.80147485
521,D55,-79.34055684,43.66228154
522,D43,-79.22007949,43.77038646
523,D51,-79.36708855,43.64866845
524,D23,-79.53081918,43.69187145
525,D12,-79.4702651,43.68222492
526,D14,-79.39880646,43.64142779
527,D22,-79.48958897,43.63749137
528,D43,-79.18279565,43.76917152
529,D51,-79.37581268,43.66648596
530,D55,-79.28979663,43.68385437
531,D33,-79.32495942,43.77757874
532,D13,-79.41826195,43.68316749
533,D23,-79.62004286,43.72298969
534,D51,-79.37410556,43.64926232
535,D22,-79.57687335,43.63397773
536,D11,-79.44300606,43.65922277
537,D52,-79.38167842,43.65189355
538,D22,-79.50817169,43.60169138
539,D53,-79.39787549,43.66923262
540,D41,-79.2822164,43.76942091
541,D41,-79.28829442,43.70122876
542,D12,-79.48758768,43.69522186
543,D14,-79.40953643,43.64607952
544,D42,-79.29489605,43.81389452
545,D42,-79.29648622,43.82425291
546,D52,-79.38737611,43.66847728
547,D32,-79.46283742,43.73152542
548,D42,-79.31227163,43.79748722
549,D43,-79.22124111,43.74461255
550,D51,-79.38137353,43.66683138
551,D51,-79.37830693,43.66628508
552,D54,-79.33033785,43.71657543
553,D41,-79.24734447,43.73517274
554,D54,-79.32393433,43.68416734
555,D13,-79.41841574,43.69929599
556,D51,-79.37615599,43.65014184
557,D14,-79.40128939,43.63517525
558,D53,-79.37711785,43.71103745
559,D52,-79.39592984,43.64780696
560,D43,-79.22931781,43.75689939
561,D41,-79.30619871,43.74724135
562,D52,-79.38485374,43.65851077
563,D41,-79.26250179,43.72581692
564,D55,-79.351513,43.65849323
565,D51,-79.36924,43.65389302
566,D23,-79.54733834,43.69991269
567,D33,-79.32665755,43.77466624
568,D52,-79.39652609,43.65431521
569,D43,-79.21100949,43.76286448
570,D53,-79.39678883,43.70706033
571,D33,-79.35945775,43.77334277
572,D31,-79.50811877,43.71907849
573,D11,-79.45291803,43.65820625
574,D31,-79.51316419,43.72551677
575,D31,-79.53229394,43.73241373
576,D55,-79.31646681,43.67138179
577,D14,-79.40653598,43.64668181
578,D14,-79.42366231,43.65181447
579,D22,-79.52547264,43.64720574
580,D31,-79.50082146,43.76336098
581,D55,-79.32053311,43.68245092
582,D51,-79.3647333,43.66044764
583,D52,-79.39048611,43.64500819
584,D43,-79.24171856,43.77433353
585,D33,-79.32466508,43.74079027
586,D14,-79.42551956,43.65145583
587,D54,-79.31279578,43.7053964
588,D55,-79.32269565,43.68122111
589,D41,-79.28025402,43.68185503
590,D41,-79.28651065,43.69163727
591,D42,-79.28697666,43.81493211
592,D41,-79.29087725,43.7461792
593,D52,-79.38406005,43.64638318
594,D23,-79.61821394,43.73236392
595,D41,-79.28167181,43.74883027
596,D53,-79.38528575,43.67361839
597,D53,-79.39141706,43.71171287
598,D32,-79.45893045,43.78302513
599,D54,-79.33491684,43.71873068
600,D43,-79.22208005,43.73421398
601,D23,-79.55917237,43.69708214
602,D42,-79.25977154,43.79206024
603,D32,-79.45090456,43.77231285
604,D31,-79.5187813,43.7619181
605,D32,-79.45523941,43.75888896
606,D22,-79.5382295,43.60564404
607,D52,-79.39840577,43.66410903
608,D51,-79.38007115,43.66369728
609,D33,-79.33176341,43.75222786
610,D11,-79.44228046,43.66898843
611,D13,-79.45700365,43.7101653
612,D51,-79.37469468,43.66068103
613,D51,-79.37524509,43.64636121
614,D31,-79.54675254,43.74912481
615,D23,-79.60226737,43.75568941
616,D41,-79.28719641,43.69324246
617,D22,-79.53066693,43.59090284
618,D51,-79.37620707,43.67079258
619,D41,-79.26371195,43.71078095
620,D53,-79.39787199,43.69081428
621,D54,-79.33897409,43.6845363
622,D51,-79.38207764,43.65909609
623,D43,-79.25532647,43.75352565
624,D51,-79.37099208,43.65829436
625,D42,-79.30042622,43.80891295
626,D13,-79.41051639,43.67922581
627,D14,-79.41882219,43.64420339
628,D51,-79.37575001,43.6696557
629,D23,-79.61688986,43.72375357
630,D42,-79.32548211,43.79727413
631,D14,-79.40417555,43.65283327
632,D32,-79.39825485,43.75093286
633,D13,-79.42883171,43.68104906
634,D14,-79.40137395,43.64770851
635,D55,-79.3020071,43.68494334
636,D43,-79.14735287,43.7794797
637,D53,-79.42937296,43.71763013
638,D12,-79.50031902,43.69454932
639,D22,-79.49854453,43.62473081
640,D42,-79.31116492,43.77797984
641,D51,-79.35644641,43.6600009
642,D12,-79.49412358,43.67258753
643,D31,-79.52424633,43.75592926
644,D32,-79.45130961,43.72364999
645,D22,-79.58763692,43.66610167
646,D13,-79.42018419,43.68277262
647,D42,-79.21147536,43.79739423
648,D53,-79.42810684,43.71233208
649,D23,-79.59350023,43.73377335
650,D11,-79.43745749,43.64271555
651,D23,-79.5884813,43.69335204
652,D41,-79.27565185,43.67654123
653,D32,-79.44357638,43.72283271
654,D14,-79.43254109,43.66610411
655,D12,-79.51127669,43.69834448
656,D32,-79.42072259,43.75850588
657,D31,-79.47846188,43.72797708
658,D13,-79.45243636,43.70382581
659,D52,-79.39495715,43.65047451
660,D31,-79.529885,43.73815524
661,D23,-79.53136845,43.69314283
662,D14,-79.42816584,43.66143639
663,D32,-79.44573707,43.79005853
664,D14,-79.4060834,43.64184243
665,D33,-79.36034495,43.75177178
666,D54,-79.29509473,43.69607965
667,D43,-79.21887335,43.74318039
668,D33,-79.36036807,43.75484769
669,D51,-79.37279145,43.66924446
670,D32,-79.39907224,43.77614782
671,D23,-79.58705964,43.75362093
672,D33,-79.34434334,43.7694265
673,D41,-79.28124329,43.67686486
674,D14,-79.40767084,43.64646816
675,D41,-79.27106943,43.76792422
676,D43,-79.22909022,43.76100951
677,D12,-79.47525116,43.67860571
678,D51,-79.38052643,43.67161072
679,D23,-79.58755582,43.73688887
680,D14,-79.41772442,43.66858243
681,D42,-79.30702426,43.80064689
682,D33,-79.34867657,43.78026449
683,D54,-79.30477138,43.71685064
684,D32,-79.41938138,43.79547772
685,D13,-79.4131464,43.68655833
686,D42,-79.25879661,43.78961887
687,D23,-79.5408047,43.70070421
688,D42,-79.21737533,43.82489347
689,D22,-79.51282628,43.68098884
690,D32,-79.41359445,43.78784272
691,D41,-79.25010348,43.73498978
692,D22,-79.52254725,43.59415756
693,D41,-79.26228694,43.73542083
694,D33,-79.32764494,43.76066598
695,D31,-79.53235789,43.74918115
696,D31,-79.5529431,43.75144038
697,D55,-79.32927783,43.67408405
698,D31,-79.50166063,43.76826866
699,D55,-79.31920051,43.68428635
700,D54,-79.29568112,43.70819186
701,D55,-79.29488033,43.68971806
702,D43,-79.18392508,43.7845063
703,D51,-79.35864726,43.66241529
704,D33,-79.37415916,43.76971377
705,D51,-79.36183481,43.65349743
706,D14,-79.42661556,43.63707373
707,D12,-79.46968208,43.69136232
708,D12,-79.50285482,43.69955476
709,D43,-79.23881838,43.72319989
710,D52,-79.38307051,43.66137201
711,D22,-79.53122809,43.66263042
712,D42,-79.21936143,43.80235267
713,D33,-79.36510348,43.76453686
714,D23,-79.5173064,43.69461525
715,D31,-79.50390205,43.73277245
716,D51,-79.37464369,43.66709416
717,D31,-79.48836824,43.77827641
718,D41,-79.28723757,43.72693679
719,D42,-79.28430034,43.8110116
720,D22,-79.52559755,43.64419046
721,D31,-79.52128018,43.7522242
722,D51,-79.37142509,43.64944981
723,D43,-79.23969294,43.74160962
724,D12,-79.48220638,43.69370821
725,D23,-79.62443421,43.72813808
726,D22,-79.47777112,43.62703728
727,D11,-79.44618023,43.63871539
728,D54,-79.32555498,43.68804962
729,D52,-79.38712214,43.65502364
730,D12,-79.4934508,43.68986748
731,D42,-79.24436992,43.79802161
732,D55,-79.33539172,43.66559122
733,D54,-79.34151878,43.69084632
734,D43,-79.18561858,43.76660497
735,D55,-79.29956015,43.67770284
736,D43,-79.20393633,43.75186488
737,D55,-79.3256913,43.67909689
738,D32,-79.3968532,43.77760262
739,D23,-79.52593094,43.70050771
740,D52,-79.39296466,43.64056148
741,D14,-79.41949908,43.64957268
742,D54,-79.29694018,43.70045663
743,D23,-79.56404333,43.70614835
744,D14,-79.41485345,43.65320024
745,D41,-79.30118429,43.74058082
746,D31,-79.48823726,43.76408749
747,D54,-79.29694277,43.69126777
748,D13,-79.44094814,43.70960071
749,D54,-79.30051797,43.7197057
750,D52,-79.40101624,43.66593602
751,D14,-79.42475081,43.65976849
752,D54,-79.33234245,43.6814835
753,D52,-79.39124176,43.64011179
754,D14,-79.40537327,43.63616773
755,D31,-79.52036423,43.76882728
756,D32,-79.41607211,43.74673974
757,D32,-79.44511938,43.78615172
758,D13,-79.44304265,43.67796161
759,D32,-79.43439021,43.77809
760,D55,-79.31071492,43.680793
761,D11,-79.44161041,43.66107002
762,D12,-79.47428114,43.68321432
763,D54,-79.30489867,43.71598673
764,D13,-79.45505937,43.69462616
765,D32,-79.41003415,43.76798465
766,D43,-79.21579746,43.76185035
767,D31,-79.49716356,43.75798485
768,D13,-79.45923368,43.68928292
769,D42,-79.30104485,43.80374204
770,D51,-79.36267396,43.65942878
771,D42,-79.32604354,43.8090935
772,D53,-79.39410211,43.66871992
773,D42,-79.29342081,43.7821167
774,D52,-79.38209114,43.64961443
775,D42,-79.32005577,43.799489
776,D33,-79.36016645,43.80442041
777,D31,-79.52056087,43.76143369
