location_PK,Division,Longitude,Latitude
12092,D32,-79.40401285,43.78114638
12093,NSA,-79.41453732,43.77170402
12094,D33,-79.34789556,43.8034697
12095,D41,-79.24586193,43.71503929
12096,D13,-79.45354933,43.68902312
12097,D22,-79.51927483,43.67803549
12098,D53,-79.38920729,43.6824661
12099,D11,-79.49492877,43.65937699
12100,D31,-79.48726467,43.78321829
12101,D32,-79.45569082,43.766068
12102,D41,-79.27606044,43.68420306
12103,D33,-79.33279385,43.72134417
12104,D11,-79.45337044,43.65105421
12105,D32,-79.44225223,43.76686954
12106,D32,-79.47254917,43.73219244
12107,D33,-79.33795965,43.73134957
12108,D12,-79.46267655,43.6850919
12109,D31,-79.48450451,43.73688907
12110,D41,-79.25191907,43.70267228
12111,D42,-79.30175276,43.77662814
12112,D22,-79.56682939,43.66164572
12113,D42,-79.31784554,43.77398606
12114,D13,-79.4245307,43.6819488
12115,D32,-79.45893089,43.76605715
12116,D23,-79.57123509,43.74290083
12117,D32,-79.44259714,43.74374022
12118,D41,-79.2845494,43.69514282
12119,D31,-79.5260786,43.71890472
12120,D11,-79.43541175,43.64945672
12121,D32,-79.43921641,43.75865454
12122,D43,-79.20020684,43.76188253
12123,D32,-79.44403976,43.77806813
12124,D41,-79.28236946,43.73211236
12125,D14,-79.40717904,43.66201639
12126,D43,-79.14743929,43.78820305
12127,D43,-79.18313025,43.78309974
12128,D32,-79.44379743,43.74347483
12129,D43,-79.23320776,43.72210678
12130,D41,-79.27434979,43.68540034
12131,D41,-79.2519983,43.74548937
12132,D43,-79.23590566,43.71115847
12133,D12,-79.38858969,43.6838022
12134,D12,-79.49763886,43.71224511
12135,D41,-79.25397242,43.73128965
12136,D41,-79.24258509,43.70889052
12137,D11,-79.4639845,43.66140981
12138,D31,-79.57201401,43.76188319
12139,D22,-79.58220078,43.6410319
12140,D32,-79.4124375,43.76035719
12141,D32,-79.40504851,43.77004311
12142,D53,-79.40609266,43.70510606
12143,D31,-79.53309656,43.73223247
12144,D43,-79.23630447,43.73441692
12145,D42,-79.22696131,43.80137951
12146,D41,-79.2660761,43.69072513
12147,D14,-79.41410327,43.63916384
12148,D22,-79.58679335,43.64752768
12149,D14,-79.40222699,43.65202883
12150,D42,-79.17520959,43.80669136
12151,D12,-79.48232412,43.69661106
12152,D11,-79.42980622,43.64547319
12153,D42,-79.25342392,43.82993748
12154,D22,-79.51899345,43.67059592
12155,D42,-79.23734742,43.79519251
12156,D53,-79.40473364,43.66896169
12157,D54,-79.35532275,43.68328708
12158,D42,-79.22356599,43.80341056
12159,D53,-79.41958503,43.719928
12160,D22,-79.50345218,43.62613895
12161,D13,-79.43742697,43.71509903
12162,D33,-79.36573453,43.75824184
12163,D43,-79.25507744,43.75293104
12164,D33,-79.36080267,43.80019847
12165,D32,-79.41266046,43.72448657
12166,D51,-79.35954399,43.65670469
12167,D41,-79.25640867,43.70426656
12168,D11,-79.45704162,43.65627434
12169,D12,-79.49048127,43.70967091
12170,D42,-79.27659172,43.8009605
12171,D42,-79.22102932,43.81969637
12172,D42,-79.30300221,43.79431221
12173,D12,-79.47130852,43.71224855
12174,D23,-79.51894659,43.69426545
12175,D14,-79.40428798,43.64802545
12176,D43,-79.21550912,43.79334758
12177,D41,-79.27881172,43.75978715
12178,D12,-79.52181868,43.71039937
12179,D13,-79.42962718,43.69682861
12180,D43,-79.1995365,43.75359964
12181,D22,-79.56815128,43.67122775
12182,D14,-79.4672054,43.65398145
12183,D32,-79.39876114,43.79572027
12184,D42,-79.26747559,43.80507385
12185,D53,-79.38745436,43.70164623
12186,D22,-79.54912357,43.6305092
12187,D23,-79.59855797,43.7509036
12188,D42,-79.2803573,43.82984211
12189,D23,-79.56690621,43.71949114
12190,D42,-79.223819,43.80219318
12191,D31,-79.48905593,43.73486344
12192,D55,-79.3054759,43.67491439
12193,D43,-79.21095484,43.77352265
12194,D43,-79.21732002,43.74792022
12195,D14,-79.43182536,43.65497038
12196,D12,-79.47951622,43.68207446
12197,D33,-79.33766647,43.74062249
12198,D53,-79.40547953,43.71972817
12199,D41,-79.30418281,43.73216982
12200,D41,-79.26401627,43.74631593
12201,D41,-79.27761871,43.67844326
12202,D41,-79.29474984,43.71589695
12203,D55,-79.34804819,43.66027543
12204,D55,-79.31993997,43.68105928
12205,D22,-79.53009849,43.65743713
12206,D41,-79.28415472,43.71956796
12207,D33,-79.36163174,43.74003887
12208,D22,-79.58490647,43.65922432
12209,D32,-79.39093968,43.77031275
12210,D41,-79.27582351,43.74339629
12211,D31,-79.5394295,43.72086761
12212,D32,-79.41070755,43.76071381
12213,D22,-79.54485183,43.67853816
12214,D22,-79.55736171,43.65431339
12215,D42,-79.2849095,43.80730427
12216,D32,-79.38977431,43.75615023
12217,D13,-79.43461205,43.67429067
12218,D33,-79.3161214,43.7311725
12219,D14,-79.42154165,43.63810954
12220,D53,-79.36448538,43.7174051
12221,D53,-79.36343719,43.71702129
12222,D13,-79.42357579,43.69925819
12223,D23,-79.54366188,43.6884375
12224,D13,-79.42309954,43.70150924
12225,D55,-79.30904711,43.67286837
12226,D41,-79.2555467,43.7438498
12227,D22,-79.52420991,43.67109026
12228,D32,-79.46132722,43.73470433
12229,D53,-79.37734459,43.71239995
12230,D32,-79.45617604,43.78967386
12231,D41,-79.27329143,43.69652512
12232,D11,-79.45140453,43.65253397
12233,D22,-79.52963322,43.59228514
12234,D41,-79.30751948,43.76716012
12235,D43,-79.15821471,43.76677835
12236,D23,-79.52483924,43.697819
12237,D22,-79.55364262,43.63594554
12238,D54,-79.30885,43.7220978
12239,D33,-79.30556944,43.73186614
12240,D43,-79.22498518,43.7659374
12241,D55,-79.32496824,43.66654888
12242,D11,-79.43854185,43.65758566
12243,D42,-79.28903929,43.81186655
12244,D43,-79.18211667,43.79542977
12245,D32,-79.44966492,43.75752788
12246,D41,-79.27787135,43.73940373
12247,D22,-79.57640039,43.64595674
12248,D53,-79.36464854,43.69815599
12249,D33,-79.37788039,43.76614584
12250,D42,-79.28315689,43.82594057
12251,D33,-79.38335287,43.80609062
12252,D41,-79.30098285,43.72080467
12253,D22,-79.51400567,43.65352196
12254,D32,-79.41081988,43.73347292
12255,D41,-79.27569219,43.72764382
12256,D12,-79.50441158,43.71493894
12257,D42,-79.31445232,43.80509676
12258,D43,-79.16717138,43.77268257
12259,D42,-79.26701343,43.81110839
12260,D22,-79.5221728,43.63654251
12261,D53,-79.42403899,43.7196205
12262,D13,-79.44919053,43.68138324
12263,D14,-79.41375955,43.65342174
12264,D43,-79.15774084,43.79384641
12265,D33,-79.33072963,43.76607277
12266,D32,-79.44505949,43.75852541
12267,D43,-79.12763114,43.78343945
12268,D41,-79.29122984,43.74609884
12269,D32,-79.4443867,43.74675497
12270,D54,-79.33408013,43.69478668
12271,D31,-79.49279507,43.75706137
12272,D41,-79.26855645,43.68472656
12273,D23,-79.62279241,43.72688369
12274,D42,-79.31314891,43.80508564
12275,D33,-79.35586216,43.77194433
12276,D43,-79.22578595,43.73498804
12277,D22,-79.54011085,43.67091291
12278,D41,-79.28129907,43.75676474
12279,D12,-79.47715172,43.72244364
12280,D32,-79.39491206,43.74778536
12281,D32,-79.39692771,43.74971866
12282,D22,-79.50604181,43.62039613
12283,D32,-79.39765254,43.728641
12284,D22,-79.5063965,43.62124231
12285,D41,-79.24423292,43.70472952
12286,D13,-79.43374299,43.68450059
12287,D54,-79.31163998,43.68594944
12288,D42,-79.3103289,43.80689023
12289,D32,-79.4009993,43.78069125
12290,D43,-79.25119734,43.77968425
12291,D22,-79.52595459,43.64214407
12292,D53,-79.41959722,43.71138577
12293,D54,-79.33462869,43.68688414
12294,D54,-79.3164441,43.69421051
12295,D43,-79.2330087,43.72657995
12296,D41,-79.27474345,43.67834175
12297,D43,-79.18714938,43.76437687
12298,D33,-79.36840763,43.79184404
12299,D12,-79.48164656,43.68586491
12300,D41,-79.31377713,43.76462678
12301,D12,-79.45893065,43.67443246
12302,D43,-79.24032385,43.77045985
12303,D22,-79.52576402,43.63834074
12304,D53,-79.39186194,43.70556606
12305,D22,-79.34386775,43.67663429
12306,D52,-79.38754192,43.65310778
12307,D42,-79.23959007,43.79745349
12308,D22,-79.55789906,43.67001472
12309,D22,-79.50897744,43.61822475
12310,D42,-79.28300254,43.81048707
12311,D55,-79.33903811,43.66497532
12312,D41,-79.26875259,43.68511301
12313,D33,-79.31968795,43.75209942
12314,D53,-79.42633174,43.70519291
12315,D22,-79.51262256,43.62330091
12316,D54,-79.29970525,43.69063657
12317,D33,-79.36565537,43.7838444
12318,D14,-79.40442195,43.64140672
12319,D42,-79.31053609,43.77310262
12320,D42,-79.28113713,43.80075327
12321,D55,-79.34334348,43.66914894
12322,D42,-79.327393,43.81691779
12323,D11,-79.45934878,43.63953523
12324,D23,-79.5833943,43.73162788
12325,D32,-79.3916577,43.7575985
12326,D22,-79.50316855,43.64920565
12327,D32,-79.41246805,43.7791126
12328,D32,-79.39408705,43.75795911
12329,D32,-79.44236909,43.78067314
12330,D22,-79.54481046,43.60654147
12331,D43,-79.21894614,43.76421686
12332,D41,-79.29582059,43.72149767
12333,D41,-79.30471289,43.74643771
12334,D33,-79.38350191,43.77044717
12335,D42,-79.28613113,43.82350541
12336,D33,-79.3841034,43.78619276
12337,D23,-79.54417057,43.71349382
12338,D55,-79.34123045,43.6702892
12339,D42,-79.23519865,43.83032102
12340,D41,-79.25588186,43.70600437
12341,D22,-79.49917682,43.65006614
12342,D42,-79.18458977,43.80824243
12343,D12,-79.50888697,43.70949195
12344,D52,-79.40099018,43.66036731
12345,D33,-79.36305776,43.7733188
12346,D55,-79.34594221,43.67534091
12347,D33,-79.38341292,43.75039157
12348,D31,-79.52241855,43.72878873
12349,D13,-79.43282823,43.6994353
12350,D31,-79.53852383,43.72078241
12351,D43,-79.15050025,43.77645831
12352,D11,-79.48601157,43.65869369
12353,D53,-79.42601244,43.70907486
12354,D22,-79.50758567,43.64722063
12355,D31,-79.54197802,43.74130988
12356,D41,-79.26214572,43.69266235
12357,D22,-79.50096725,43.63818796
12358,D43,-79.23788132,43.745302
12359,D33,-79.32867648,43.7516403
12360,D41,-79.29945792,43.73938063
12361,D22,-79.5559349,43.64963092
12362,D32,-79.44736557,43.75803853
12363,D33,-79.31798882,43.74818971
12364,D22,-79.49709647,43.61309191
12365,D42,-79.29934725,43.79781631
12366,D43,-79.16294552,43.79397697
12367,D41,-79.2734255,43.77721402
12368,D22,-79.52880898,43.6263041
12369,D41,-79.26896112,43.73904402
12370,D22,-79.48976903,43.60710101
12371,D43,-79.19532118,43.76354376
12372,D22,-79.50478233,43.65683092
12373,D41,-79.30460799,43.76683132
12374,D33,-79.36436566,43.74021192
12375,D32,-79.39740811,43.79246964
12376,D41,-79.28445991,43.69083097
12377,D22,-79.5063783,43.61878846
12378,D41,-79.29655433,43.74672953
12379,D31,-79.5138211,43.74505567
12380,D32,-79.39719126,43.77842569
12381,D55,-79.34499775,43.6485331
12382,D32,-79.42187669,43.7355153
12383,D43,-79.17713888,43.78584253
12384,D55,-79.33025168,43.6608917
12385,D11,-79.45266904,43.64929332
12386,D55,-79.34529206,43.6569886
12387,D55,-79.34366346,43.66351902
12388,D14,-79.42282867,43.64841385
12389,D52,-79.388883,43.64041361
12390,D12,-79.45842366,43.68074234
12391,D13,-79.45996122,43.68436946
12392,D42,-79.29541004,43.77927168
12393,D12,-79.47392136,43.71231708
12394,D23,-79.57309476,43.69653141
12395,D31,-79.53529052,43.73993782
12396,D43,-79.21341125,43.78573396
12397,D33,-79.34700156,43.73776683
12398,D53,-79.38542071,43.71965777
12399,D54,-79.34003264,43.68169968
12400,D33,-79.31827115,43.7591441
12401,D22,-79.53349426,43.64617554
12402,D12,-79.48427781,43.68224786
12403,D13,-79.45354411,43.67222263
12404,D32,-79.3963599,43.72634341
12405,D31,-79.52315357,43.76149726
12406,D23,-79.565058,43.70822708
12407,D22,-79.51743177,43.67876039
12408,D33,-79.33923498,43.75620191
12409,D32,-79.44228683,43.75250494
12410,D32,-79.45895524,43.754249
12411,D33,-79.36060358,43.78981665
12412,D22,-79.54372346,43.60678931
12413,D31,-79.54340753,43.77092109
12414,D32,-79.40370027,43.79715554
12415,D32,-79.42004277,43.79800045
12416,D32,-79.43958651,43.78348008
12417,D13,-79.42804269,43.67195273
12418,D53,-79.36853989,43.70987124
12419,D42,-79.26520069,43.82737834
12420,D53,-79.37439392,43.70719544
12421,D11,-79.45094047,43.64499238
12422,D23,-79.59617482,43.73347397
12423,D33,-79.36065855,43.78172759
12424,D22,-79.53936354,43.59310005
12425,D31,-79.48043215,43.75532149
12426,D31,-79.50054873,43.72594556
12427,D41,-79.25913103,43.75854742
12428,D14,-79.4258929,43.66898009
12429,D53,-79.40274376,43.69661884
12430,D42,-79.16287377,43.80725551
12431,D11,-79.47644513,43.66487636
12432,D32,-79.42086957,43.77322979
12433,D53,-79.36484571,43.70721155
12434,D55,-79.29655475,43.67075402
12435,D14,-79.39754675,43.6417678
12436,D55,-79.35213648,43.67589164
12437,D42,-79.26940702,43.81439043
12438,D53,-79.37805212,43.71671827
12439,D14,-79.42343283,43.64619112
12440,D54,-79.35434684,43.6806941
12441,D53,-79.39758694,43.67720231
12442,D43,-79.22162879,43.75793116
12443,D53,-79.40236754,43.71499235
12444,D14,-79.41653423,43.66882038
12445,D55,-79.31511681,43.67385499
12446,D32,-79.4265719,43.77768739
12447,D33,-79.3516329,43.73307859
12448,D32,-79.42979761,43.78670591
12449,D22,-79.53342069,43.64360242
12450,D22,-79.54443956,43.60001217
12451,D13,-79.42928213,43.69395662
12452,D42,-79.26619216,43.8249791
12453,D51,-79.36381673,43.64693965
12454,D51,-79.3624383,43.65887568
12455,D54,-79.33867493,43.6918233
12456,D22,-79.49623012,43.62773536
12457,D13,-79.44993635,43.71143809
12458,D43,-79.16850958,43.77722584
12459,D23,-79.55496149,43.68851554
12460,D31,-79.49200669,43.7673133
12461,D11,-79.47750923,43.64913608
12462,D13,-79.43982544,43.70789665
12463,D23,-79.53622272,43.75329134
12464,D11,-79.49515181,43.66572764
12465,D12,-79.4991014,43.69647806
12466,D32,-79.40858219,43.76496556
12467,D32,-79.43498786,43.74150252
12468,D42,-79.27954057,43.80191135
12469,D43,-79.18352282,43.77236676
12470,D53,-79.40019243,43.67573014
12471,D14,-79.41673274,43.67263764
12472,D23,-79.62030552,43.72386271
12473,D22,-79.6106366,43.64468863
12474,D22,-79.50800853,43.59575653
12475,D12,-79.48118852,43.72235731
12476,D33,-79.35140264,43.80108148
12477,D14,-79.42944605,43.64028883
12478,D55,-79.32445796,43.66768578
12479,D31,-79.49802256,43.77867194
12480,D31,-79.58045641,43.75683994
12481,D43,-79.1393649,43.78613318
12482,D41,-79.26607866,43.7372199
12483,D42,-79.18959016,43.80300231
12484,D55,-79.29086945,43.67450278
12485,D22,-79.5359496,43.61638786
12486,D11,-79.45728841,43.66361175
12487,D53,-79.40100038,43.70865278
12488,D12,-79.47591288,43.72273093
12489,D32,-79.41966455,43.73413207
12490,D53,-79.3841564,43.67465241
12491,D41,-79.27313104,43.74169874
12492,D11,-79.46641332,43.63777068
12493,D55,-79.35513876,43.66481389
12494,D32,-79.43009646,43.72079453
12495,D22,-79.49631699,43.63426328
12496,D42,-79.31369447,43.80199913
12497,D43,-79.17377586,43.7646658
12498,D14,-79.40730784,43.6415952
12499,D11,-79.45601724,43.65306337
12500,D14,-79.40325003,43.63573543
12501,D11,-79.45444891,43.66596341
12502,D52,-79.49330736,43.61684986
12503,D12,-79.512187,43.70133433
12504,D33,-79.34514451,43.74075679
12505,D13,-79.43235563,43.71704655
12506,D23,-79.58936831,43.7552523
12507,D31,-79.55156857,43.74815246
12508,D54,-79.30208154,43.70822277
12509,D13,-79.43078086,43.68966174
12510,D31,-79.56918107,43.75623063
12511,D14,-79.41607591,43.67098133
12512,D54,-79.32848978,43.71903099
12513,D41,-79.29542757,43.7175454
12514,D32,-79.44557419,43.74448544
12515,D53,-79.40077681,43.72207446
12516,D43,-79.20901502,43.77219033
12517,D12,-79.49459946,43.67951169
12518,D13,-79.4395218,43.69617018
12519,D42,-79.29542921,43.77722519
12520,D22,-79.50411088,43.61730959
12521,D43,-79.23321296,43.7517317
12522,D13,-79.42727116,43.69629594
12523,D22,-79.51449247,43.67909385
12524,D23,-79.56134931,43.68554799
12525,D32,-79.46090187,43.76748499
12526,D42,-79.21146232,43.8096314
12527,D22,-79.50223433,43.599441
12528,D33,-79.37074519,43.74699887
12529,D42,-79.32993038,43.81686201
12530,D13,-79.45089007,43.70015656
12531,D33,-79.35847893,43.74598341
12532,D54,-79.30823872,43.68905317
12533,D32,-79.44745038,43.73913
12534,D43,-79.22928014,43.74238158
12535,D12,-79.50626551,43.69788017
12536,D42,-79.27774862,43.80296102
12537,D55,-79.30917735,43.68567653
12538,D52,-79.39114165,43.66483963
12539,D52,-79.38596803,43.65904449
12540,D22,-79.52902143,43.59725934
12541,D23,-79.53876691,43.69268247
12542,D32,-79.45096396,43.76065027
12543,D22,-79.54104515,43.61450268
12544,D31,-79.48269422,43.75284587
12545,D43,-79.21202255,43.78954659
12546,D31,-79.53329855,43.71577395
12547,D41,-79.28161072,43.75174265
12548,D23,-79.62264089,43.72250835
12549,D23,-79.58914244,43.75019423
12550,D54,-79.30754191,43.71045091
12551,D55,-79.3464572,43.67023848
12552,D32,-79.39166393,43.77205248
12553,D12,-79.49831737,43.69355281
12554,D14,-79.4282468,43.64398334
12555,D41,-79.27307089,43.71858335
12556,D32,-79.43377513,43.74572155
12557,D32,-79.41231395,43.74027453
12558,D31,-79.50902253,43.74512285
12559,D12,-79.4750431,43.68300348
12560,D43,-79.18222312,43.76220299
12561,D43,-79.13223378,43.79948991
12562,D11,-79.44260195,43.66087043
12563,D41,-79.24880654,43.73788535
12564,D33,-79.35949864,43.78951339
12565,D42,-79.2943086,43.79721327
12566,D23,-79.5774335,43.72833888
12567,D42,-79.29297221,43.82444458
12568,D42,-79.2926903,43.82382551
12569,D54,-79.33565689,43.69250124
12570,D32,-79.39981363,43.77121285
12571,D33,-79.35875292,43.80097248
12572,D12,-79.5098532,43.70549327
12573,D22,-79.54494403,43.66382238
12574,D55,-79.31963044,43.68036118
12575,D22,-79.54608142,43.66642439
12576,D55,-79.31971022,43.66562158
12577,D53,-79.37996868,43.6920747
12578,D43,-79.22052244,43.7581625
12579,D22,-79.49622075,43.64979072
12580,D53,-79.41416366,43.72256698
12581,D43,-79.1835806,43.78911695
12582,D41,-79.27295169,43.72200361
12583,D13,-79.44664333,43.68422293
12584,D53,-79.36751927,43.69296109
12585,D43,-79.20246838,43.79533805
12586,D41,-79.25476535,43.75219227
12587,D53,-79.40899145,43.70536495
12588,D52,-79.38709792,43.64990598
12589,D33,-79.36297307,43.78265083
12590,D43,-79.21389943,43.76678456
12591,D42,-79.15380976,43.79764408
12592,D13,-79.43268427,43.67773443
12593,D55,-79.33878004,43.6613564
12594,D42,-79.32118682,43.81730097
12595,D43,-79.22830015,43.72049299
12596,D33,-79.35734096,43.75046148
12597,D32,-79.45758864,43.76459229
12598,D22,-79.51497915,43.63924928
12599,D22,-79.49901474,43.64193705
12600,D22,-79.54549639,43.65709625
12601,D22,-79.58195984,43.64065071
12602,D43,-79.23574496,43.74496247
12603,D32,-79.42930857,43.72621732
12604,D43,-79.21564208,43.76057179
12605,D43,-79.23508295,43.74124739
12606,D22,-79.51800914,43.59794793
12607,D31,-79.51717779,43.75061172
12608,D32,-79.42758264,43.74307687
12609,D22,-79.52442048,43.64701293
12610,D51,-79.36943408,43.65100125
12611,D42,-79.18711319,43.8062937
12612,D55,-79.3187045,43.66864445
12613,D55,-79.34379784,43.67171061
12614,D53,-79.36333741,43.71672413
12615,D53,-79.3837606,43.70240764
12616,D32,-79.44723648,43.73458545
12617,D41,-79.30639303,43.75990642
12618,D13,-79.42554522,43.68841098
12619,D41,-79.2785443,43.6777389
12620,D13,-79.44252934,43.68865109
12621,D32,-79.41619772,43.72374211
12622,D53,-79.40860592,43.71563513
12623,D11,-79.43608847,43.64935748
12624,D51,-79.36940927,43.64776412
12625,D51,-79.35920465,43.66370719
12626,D32,-79.4061537,43.76484512
12627,D32,-79.39556298,43.73100063
12628,D54,-79.32664503,43.69363137
12629,D22,-79.53186966,43.66717318
12630,D55,-79.34802655,43.67403151
12631,D22,-79.51960669,43.64940381
12632,D22,-79.54500957,43.63967387
12633,D32,-79.41004403,43.78191239
12634,D11,-79.4783565,43.64494088
12635,D23,-79.58459707,43.7231867
12636,D54,-79.33585599,43.68342921
12637,D33,-79.34631168,43.74821402
12638,D23,-79.57318898,43.6830183
12639,D22,-79.55090991,43.64003394
12640,D22,-79.53798211,43.60810316
12641,D33,-79.34357066,43.76939853
12642,D55,-79.33782745,43.67694372
12643,D22,-79.54500567,43.60411481
12644,D13,-79.43075015,43.67120083
12645,D55,-79.28814693,43.68042306
12646,D23,-79.6013959,43.75310643
12647,D51,-79.36078708,43.66464918
12648,D23,-79.6034668,43.73266877
12649,D42,-79.32572713,43.81077624
12650,D11,-79.43201723,43.6511958
12651,D23,-79.55943573,43.69048255
12652,D32,-79.42366868,43.74617188
12653,D33,-79.37302641,43.74846951
12654,D33,-79.33060307,43.75998769
12655,D22,-79.54550062,43.60888242
12656,D31,-79.48485729,43.7590983
12657,D33,-79.40024183,43.70635229
12658,D13,-79.41325388,43.68180306
12659,D32,-79.3818677,43.73640808
12660,D42,-79.3168158,43.80798095
12661,D31,-79.50673969,43.74584919
12662,D55,-79.30404834,43.67694031
12663,D11,-79.43581226,43.65050317
12664,D31,-79.52233432,43.73729681
12665,D12,-79.47089462,43.69660081
12666,D12,-79.49684993,43.700906
12667,D22,-79.56364874,43.64559919
12668,D41,-79.25983559,43.730456
12669,D22,-79.55147705,43.66684865
12670,D55,-79.32787173,43.66379895
12671,D22,-79.51620598,43.65285115
12672,D22,-79.49105733,43.63080644
12673,D41,-79.27100188,43.74866116
12674,D53,-79.38393879,43.68922088
12675,D22,-79.54607503,43.59579838
12676,D22,-79.47943901,43.62505529
12677,D32,-79.41153302,43.77136949
12678,D13,-79.43056003,43.67887648
12679,D41,-79.31123782,43.76156011
12680,D42,-79.31112583,43.80863777
12681,D41,-79.30230373,43.76178891
12682,D41,-79.30298889,43.73450809
12683,D53,-79.40992671,43.70690491
12684,D55,-79.30575161,43.68353613
12685,D32,-79.4431436,43.77454821
12686,D43,-79.22915219,43.73642727
12687,D23,-79.5587281,43.68801135
12688,D53,-79.37331969,43.68221556
12689,D14,-79.40180671,43.65765229
12690,D33,-79.36675161,43.80131792
12691,D32,-79.41923186,43.73164291
12692,D11,-79.49080646,43.64810265
12693,D41,-79.25040879,43.72325444
12694,D31,-79.53658066,43.73962898
12695,D11,-79.46596023,43.65934643
12696,D42,-79.27778321,43.82644535
12697,D41,-79.26267054,43.70891705
12698,D22,-79.50294017,43.63700424
12699,D53,-79.38063211,43.70392564
12700,D53,-79.3833291,43.71800808
12701,D12,-79.47453907,43.68640814
12702,D41,-79.30752367,43.75878318
12703,D12,-79.48327875,43.67887187
12704,D43,-79.22123409,43.73497248
12705,D22,-79.52386312,43.62362145
12706,D43,-79.19689195,43.79632015
12707,D53,-79.39067776,43.70300405
12708,D23,-79.6047456,43.7318935
12709,D41,-79.29586709,43.74823151
12710,D14,-79.40925393,43.64323981
12711,D33,-79.36720444,43.7429176
12712,D12,-79.53113372,43.7079808
12713,D41,-79.30022679,43.74127224
12714,D31,-79.51836958,43.74472453
12715,D13,-79.41980506,43.69974896
12716,D23,-79.60484438,43.73315358
12717,D33,-79.36851318,43.74284851
12718,D33,-79.31915528,43.75805036
12719,D33,-79.36429294,43.80085763
12720,D14,-79.43048595,43.66744926
12721,D33,-79.35738178,43.73511836
12722,D22,-79.52313038,43.65759849
12723,D33,-79.30827748,43.73442707
12724,D41,-79.28272239,43.74792653
12725,D33,-79.34028521,43.75316767
12726,D32,-79.40184054,43.78276044
12727,D33,-79.34361537,43.74027402
12728,D43,-79.24450474,43.76582465
12729,D53,-79.39566723,43.72232442
12730,D13,-79.44943067,43.71497087
12731,D23,-79.5620494,43.73203545
12732,D41,-79.29343538,43.7030159
12733,D33,-79.37212772,43.80713505
12734,D43,-79.22331338,43.77828641
12735,D12,-79.50059075,43.70100033
12736,D23,-79.619798,43.75418111
12737,D33,-79.36481168,43.80976963
12738,D12,-79.52200833,43.70351288
12739,D23,-79.60334066,43.75786287
12740,D53,-79.40716964,43.70747879
12741,D32,-79.45130831,43.75167889
12742,D22,-79.53583166,43.6429457
12743,D53,-79.38497862,43.70596439
12744,D31,-79.50134975,43.72070128
12745,D23,-79.5921533,43.75499788
12746,D53,-79.38381668,43.6848056
12747,D32,-79.41906997,43.73087319
12748,D53,-79.39431673,43.72370741
12749,D42,-79.31726651,43.783489
12750,D23,-79.52215361,43.69850114
12751,D42,-79.31107959,43.78362344
12752,D23,-79.55452286,43.7342501
12753,D53,-79.39628707,43.68116323
12754,D43,-79.22400565,43.73085602
12755,D43,-79.22003148,43.7732622
12756,D55,-79.32713047,43.68258777
12757,D43,-79.18155045,43.79657663
12758,D32,-79.43517971,43.78647056
12759,D32,-79.42105331,43.75579645
12760,D42,-79.31570179,43.7749099
12761,D41,-79.27244265,43.68859495
12762,D54,-79.35470588,43.68604001
12763,D22,-79.48845935,43.61760559
12764,D42,-79.32788408,43.78926673
12765,D42,-79.26635,43.783464
12766,D31,-79.52662037,43.7738408
12767,D43,-79.20703593,43.75081251
12768,D33,-79.32738242,43.75458732
12769,D53,-79.37560108,43.68166448
12770,D41,-79.27136392,43.73482726
12771,D14,-79.42753228,43.66652082
12772,D32,-79.44777591,43.7355903
12773,D43,-79.25050528,43.74193063
12774,D23,-79.60978308,43.73294495
12775,D51,-79.40485224,43.70536158
12776,D32,-79.44267011,43.76884937
12777,D13,-79.449019,43.70610209
12778,D54,-79.31363209,43.70445789
12779,D31,-79.53721155,43.72183577
12780,D54,-79.29495751,43.69267718
12781,D42,-79.31297136,43.81737883
12782,D42,-79.32166271,43.80023206
12783,D23,-79.53003523,43.68544199
12784,D54,-79.31413711,43.69127324
12785,D32,-79.44754869,43.79201434
12786,D53,-79.39626455,43.67400414
12787,D42,-79.30000931,43.80142299
12788,D42,-79.3200047,43.77507852
12789,D32,-79.39057291,43.75379297
12790,D12,-79.49885831,43.69840654
12791,D43,-79.25476535,43.75219227
12792,D55,-79.33125518,43.67211569
12793,D32,-79.40199932,43.79367347
12794,D13,-79.44876638,43.69217618
12795,D55,-79.30760977,43.68423844
12796,D33,-79.37731868,43.7500349
12797,D55,-79.32557578,43.68134426
12798,D54,-79.30317179,43.70945333
12799,D23,-79.57613978,43.73900013
12800,D13,-79.44593092,43.67969904
12801,D11,-79.47507828,43.65418332
12802,D54,-79.31148782,43.6906893
12803,D55,-79.31762961,43.68462674
12804,D54,-79.33752893,43.68626652
12805,D33,-79.34429532,43.76063122
12806,D22,-79.54042087,43.65823672
12807,D55,-79.2885566,43.68411987
12808,D41,-79.25090866,43.73054491
12809,D22,-79.52595484,43.65342842
12810,D33,-79.38633152,43.77847219
12811,D32,-79.43198678,43.72907235
12812,D13,-79.40938539,43.68056901
12813,D22,-79.56656341,43.64898702
12814,D11,-79.43479173,43.64784193
12815,D33,-79.34038426,43.77131225
12816,D22,-79.52331112,43.65300465
12817,D33,-79.38195854,43.78096222
12818,D41,-79.25668946,43.70793261
12819,D22,-79.51021096,43.64761199
12820,D31,-79.50788207,43.72708215
12821,D22,-79.54663944,43.66186112
12822,D22,-79.45127101,43.63933996
12823,D41,-79.26318586,43.75814184
12824,D41,-79.28185413,43.74927076
12825,D13,-79.43274452,43.69945606
12826,D42,-79.29458551,43.77899165
12827,D13,-79.42305461,43.67556177
